CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
774,1,49,1,142767.39,1,1,1,8214.41,False
543,1,42,4,89838.71,3,1,0,85983.54,True
474,0,30,9,0.0,2,0,0,63158.22,False
688,0,39,0,0.0,2,1,0,53222.15,True
610,1,37,0,0.0,1,1,0,114514.64,False
669,0,29,7,146011.4,1,0,0,50249.16,False
600,0,32,1,78535.25,1,1,0,64349.6,False
682,0,33,8,74963.5,1,1,1,32770.56,False
642,1,26,1,138023.79,2,0,1,117060.2,False
754,0,47,1,185513.67,1,1,0,27438.83,False
678,1,60,8,185648.56,1,0,0,192156.54,True
757,1,31,10,39539.39,2,0,0,192519.39,False
721,1,40,3,0.0,1,1,1,144874.67,False
700,1,37,3,77608.46,2,1,1,175373.46,False
663,1,26,5,141462.13,1,1,0,440.2,False
655,1,27,2,131691.33,1,1,0,49480.66,False
508,0,38,3,166328.65,2,0,1,22614.19,False
664,1,40,7,125608.72,1,1,0,122073.48,False
439,0,66,9,0.0,1,1,0,65535.56,False
850,0,55,10,98488.08,1,1,0,155879.57,True
518,1,40,4,0.0,2,0,1,194416.58,False
698,0,51,6,144237.91,4,1,0,157143.61,True
850,1,34,6,0.0,1,0,1,52796.31,False
626,0,29,4,105767.28,2,0,0,41104.82,False
485,0,25,3,134467.26,1,1,1,113266.09,False
669,0,38,9,121858.98,1,1,0,130755.34,False
721,0,49,1,120108.56,1,0,1,183421.76,False
515,0,37,0,196853.62,1,1,1,132770.11,False
774,0,35,3,121418.62,1,1,1,24400.37,False
695,0,29,9,0.0,2,1,0,111565.45,False
713,0,42,3,0.0,2,0,0,82565.01,False
587,1,55,9,0.0,1,1,0,64593.07,False
510,1,44,6,0.0,2,1,1,175518.31,False
608,1,31,7,79962.92,2,1,0,60901.72,False
850,0,36,10,0.0,2,1,1,100750.03,False
642,1,36,4,0.0,2,1,1,195224.91,False
850,1,33,7,140956.99,1,0,0,3510.18,False
726,1,29,7,0.0,2,1,1,91844.14,True
814,0,31,4,0.0,2,1,1,142029.17,False
537,1,39,2,0.0,2,1,1,137651.6,False
553,1,37,2,0.0,2,1,0,33877.29,False
791,1,34,7,0.0,2,1,0,96734.46,False
756,0,28,6,0.0,1,1,1,164394.65,False
670,0,31,2,57530.06,1,1,1,181893.31,True
694,1,38,1,0.0,2,0,1,156858.2,False
728,0,28,4,142243.54,2,1,0,33074.51,False
639,1,32,9,0.0,2,1,0,111340.36,False
683,0,30,2,0.0,2,0,1,100496.84,True
682,0,58,1,0.0,1,1,1,706.5,False
663,0,39,8,0.0,2,1,1,101168.9,False
696,1,27,4,87637.26,2,0,0,196111.35,False
719,0,22,7,114415.84,1,1,1,177497.4,False
804,0,71,8,0.0,2,0,1,147995.96,False
604,1,40,1,84315.02,1,0,0,36209.1,False
569,1,36,1,67087.69,1,1,0,154775.7,False
430,0,33,8,0.0,1,1,1,69759.91,False
756,1,28,8,179960.2,1,1,0,89938.08,False
493,1,38,3,134006.77,1,1,0,89578.32,False
551,1,35,7,129717.3,2,0,0,86937.2,False
576,1,24,3,0.0,1,0,1,78498.04,True
724,1,28,5,97612.12,1,1,1,96498.14,False
685,1,20,4,104719.94,2,1,0,38691.34,False
625,0,38,7,0.0,1,1,0,164804.02,False
550,0,22,7,139096.85,1,1,0,129890.94,False
615,1,66,7,0.0,2,1,1,74580.8,False
701,1,23,3,0.0,2,1,0,38960.59,False
751,1,29,10,147737.63,1,0,1,94951.27,False
675,1,35,8,0.0,2,1,1,56642.97,False
822,1,38,6,128289.7,3,1,0,9149.96,True
559,0,46,5,0.0,1,1,0,21006.1,True
678,0,41,1,143443.61,1,1,0,196622.28,True
645,0,68,9,0.0,4,1,1,176353.87,True
701,1,29,2,0.0,2,1,0,176943.59,False
723,1,30,3,124119.54,1,1,0,162198.32,False
597,0,24,1,103219.47,1,1,0,60420.07,False
574,1,41,1,0.0,2,0,0,70550.0,False
717,1,38,7,0.0,2,1,1,158580.05,False
521,0,32,2,136555.01,2,1,1,129353.21,False
633,1,59,5,0.0,1,1,1,137273.97,False
669,1,39,3,119452.03,1,1,1,171575.54,False
740,1,44,9,0.0,1,0,1,96528.0,True
619,1,39,5,0.0,2,1,1,158444.61,False
665,0,44,7,0.0,2,1,1,66548.58,False
799,0,63,1,110314.21,2,1,0,37464.0,True
728,1,38,1,115934.74,1,1,1,139059.05,False
582,1,52,2,151457.88,1,0,1,40893.61,False
714,0,26,9,89928.99,1,1,0,46203.31,False
628,1,30,8,89182.09,1,1,1,13126.9,False
560,0,27,5,0.0,2,1,0,131919.48,False
811,1,31,7,117799.28,1,1,1,182372.35,False
584,1,26,4,0.0,2,1,0,147600.54,False
691,1,28,1,0.0,2,0,0,92865.41,False
850,1,47,6,0.0,1,1,0,187391.02,True
529,1,32,9,147493.89,1,1,0,33656.35,False
622,1,43,8,0.0,2,1,0,100618.17,False
683,0,42,8,0.0,2,0,1,198134.9,False
575,1,29,4,121823.4,2,1,1,50368.87,False
822,1,32,8,116358.0,1,1,0,108798.36,False
582,1,30,2,0.0,2,1,1,132029.95,False
659,0,32,2,155584.21,1,0,1,153662.88,False
745,0,28,6,0.0,2,1,0,154389.18,False
695,1,36,6,114007.5,2,1,0,118120.88,False
543,0,71,1,104308.77,1,1,1,25650.04,False
640,0,33,6,84719.13,2,1,1,113048.79,False
672,1,39,2,0.0,2,1,0,87372.49,False
701,1,39,9,140236.98,1,0,1,146651.99,False
699,1,27,1,0.0,2,1,0,93003.21,False
605,0,51,9,104760.82,1,1,1,165574.54,True
534,0,49,7,0.0,1,1,0,13566.48,True
714,0,40,0,0.0,2,1,0,62762.12,False
783,0,72,5,121215.9,2,1,1,105206.48,False
683,1,36,5,115350.63,1,1,1,122305.91,False
700,1,37,1,135179.49,1,1,0,160670.37,False
732,1,25,0,110942.9,1,0,0,172576.56,False
721,0,40,7,0.0,2,1,1,122580.48,False
622,1,32,5,179305.09,1,1,1,149043.78,False
529,0,43,0,123815.86,1,1,1,78463.99,True
620,1,41,3,0.0,2,1,1,137309.06,False
616,1,29,9,0.0,1,1,1,166984.44,False
651,0,39,8,0.0,1,1,0,137452.57,False
530,0,55,4,120905.03,1,0,1,123475.88,True
646,0,51,4,101629.3,1,0,0,130541.1,False
727,1,47,7,0.0,2,1,0,193305.35,False
787,1,25,5,0.0,2,1,0,47307.9,False
806,1,34,6,0.0,2,0,0,100809.99,False
603,1,31,1,129743.75,1,1,0,109145.2,False
477,0,57,9,114023.64,2,1,1,71167.17,True
695,0,23,1,0.0,2,1,1,141756.32,False
789,1,31,4,175477.15,1,1,1,172832.9,False
597,0,29,1,132144.35,1,1,0,158086.33,False
658,1,39,7,0.0,2,1,0,48378.4,False
633,1,35,10,0.0,2,1,0,65675.47,False
589,1,46,9,0.0,2,1,0,170676.67,False
673,1,41,5,0.0,1,1,1,65657.29,False
538,0,62,3,75051.49,1,0,0,17682.02,True
682,1,41,6,0.0,2,0,1,134158.09,True
712,1,33,3,153819.58,1,1,0,79176.09,True
642,1,72,1,160541.0,2,1,1,142223.94,False
627,0,21,7,98993.02,1,1,1,169156.64,False
724,0,40,6,110054.45,1,1,1,86950.72,False
579,1,28,4,0.0,2,1,1,176925.69,False
642,1,48,9,118317.27,4,0,0,78702.98,True
774,0,32,4,0.0,2,0,0,114899.13,False
735,0,38,1,0.0,3,0,0,92220.12,True
835,1,32,8,124993.29,2,1,1,27548.06,False
591,1,42,9,161651.37,2,1,1,131753.97,False
723,0,40,7,142856.95,2,0,0,38019.74,False
731,0,30,5,0.0,2,1,0,189528.72,False
654,1,47,10,0.0,2,1,0,170481.98,False
828,1,37,4,0.0,2,1,0,94845.45,False
657,1,37,4,82500.28,1,1,1,115260.72,False
516,0,47,6,109387.33,1,0,0,121365.45,False
561,1,37,1,100443.36,2,0,1,101693.73,False
623,0,28,4,0.0,2,1,0,41227.67,False
642,0,40,7,0.0,2,1,0,10712.82,False
779,0,48,2,115290.27,1,0,0,98912.69,True
671,0,42,6,0.0,2,1,0,197202.48,False
495,0,40,1,140197.71,2,1,0,150720.39,False
850,0,28,1,105245.34,1,0,1,74780.13,False
630,1,50,8,0.0,2,0,1,79377.45,False
588,1,32,1,0.0,2,1,1,8763.87,False
695,1,28,5,171069.39,2,1,1,88689.4,False
589,0,39,7,0.0,2,0,0,95985.64,False
607,0,31,1,102523.88,1,1,1,166792.71,False
794,1,35,6,0.0,2,1,1,68730.91,False
507,0,35,2,0.0,2,1,0,97633.93,False
682,0,48,7,0.0,2,1,0,65069.03,False
714,0,24,7,0.0,2,1,0,166335.0,False
696,0,25,8,126442.59,1,1,0,121904.44,False
577,1,37,2,127261.35,1,1,0,56185.05,False
647,0,33,4,0.0,1,1,0,152323.04,False
831,0,34,2,0.0,2,0,0,165840.94,False
679,1,34,7,160515.37,1,1,0,121904.14,False
751,1,29,1,135536.5,1,1,0,66825.33,False
698,1,33,5,135658.73,2,0,1,39755.0,False
451,0,36,2,0.0,2,1,1,180142.42,False
665,1,28,8,191402.82,2,1,0,83238.4,False
549,0,46,7,0.0,1,1,1,109057.56,False
803,1,33,6,0.0,2,1,0,115676.61,False
663,1,43,4,87624.03,2,1,0,149401.33,False
558,0,45,1,153697.53,2,0,0,89891.4,True
714,0,25,4,0.0,2,0,0,82500.84,False
704,1,39,5,0.0,1,1,0,6416.92,False
694,0,29,5,99713.87,1,0,0,112317.89,False
731,0,36,6,0.0,1,0,0,152128.36,False
556,0,36,2,134208.22,1,0,1,177670.57,False
591,1,45,5,0.0,2,1,1,155492.87,False
723,1,21,4,0.0,2,0,0,24847.02,False
617,1,25,1,102585.88,2,1,1,115387.4,False
651,0,34,9,0.0,2,1,0,138113.71,False
724,0,34,2,0.0,2,1,1,118863.38,False
763,1,35,9,0.0,1,1,1,31372.91,False
410,0,35,7,117183.74,1,1,1,109733.73,False
728,1,33,8,129907.63,1,0,1,36083.96,False
712,1,35,7,124616.23,1,1,1,69320.97,False
680,1,31,9,0.0,2,1,0,36145.53,False
721,1,35,10,0.0,2,1,0,71594.26,False
620,0,42,1,0.0,2,0,1,65565.92,False
563,1,35,3,106250.72,1,0,0,39546.32,False
681,1,47,9,97023.21,1,1,1,2168.13,False
631,0,31,8,137687.72,1,1,0,190067.12,False
786,1,32,2,120452.4,2,0,0,79602.86,False
534,0,53,7,0.0,2,1,1,80619.17,False
656,0,75,3,0.0,2,1,1,1276.87,False
597,1,33,9,0.0,2,1,0,49374.82,False
627,1,37,2,125190.86,1,0,1,84584.69,False
708,0,33,8,0.0,2,0,1,15246.83,False
641,1,65,6,38340.02,1,1,0,32607.77,True
592,1,37,3,96651.03,1,1,1,3232.82,False
465,1,33,8,0.0,2,1,0,177668.55,False
628,1,39,6,0.0,2,0,0,134441.6,False
678,1,43,1,133237.21,1,1,0,111032.79,True
570,0,61,6,142105.35,1,1,1,45214.04,False
815,1,37,1,166115.42,1,1,0,67208.3,False
817,0,37,6,81070.34,2,1,0,80985.88,False
717,1,35,4,0.0,1,1,1,167573.06,False
641,0,53,0,123835.52,2,0,1,160110.65,False
624,1,51,10,123401.43,2,1,1,127825.25,False
698,1,38,2,130015.24,1,1,1,41595.3,False
645,1,32,4,0.0,2,0,1,97628.08,False
691,1,34,8,133936.04,2,1,0,91359.79,False
638,1,34,6,114543.27,1,1,1,97755.29,False
705,0,31,3,119794.67,1,0,0,182528.44,False
720,1,33,9,0.0,2,1,1,142956.48,False
658,0,29,8,0.0,2,0,1,130461.09,False
737,1,43,0,80090.93,1,1,0,39920.0,True
682,0,35,2,181166.44,1,1,1,63737.19,True
710,1,38,3,130588.82,1,1,1,154997.64,False
507,1,42,6,0.0,2,1,0,34777.23,False
786,1,32,9,0.0,2,1,0,133112.41,False
688,1,38,7,148045.68,1,1,0,175479.92,True
710,1,38,2,0.0,2,1,0,96.27,False
733,0,44,6,168165.84,1,0,1,197193.49,False
627,1,41,3,0.0,2,1,0,132719.8,False
606,1,40,6,119501.88,2,1,0,46774.94,False
564,1,35,4,0.0,1,1,0,158937.55,False
693,1,38,7,198338.77,2,1,1,14278.18,False
709,1,36,0,0.0,2,1,0,46811.77,False
565,1,34,6,0.0,1,1,1,63173.64,False
681,1,29,8,0.0,1,1,0,66367.33,False
656,1,40,2,0.0,2,1,1,180553.48,False
592,0,62,5,0.0,1,1,1,100941.57,False
534,1,38,3,0.0,1,0,0,143938.27,False
730,0,37,1,0.0,2,1,1,124364.63,False
593,0,35,6,133489.12,2,1,1,78101.29,False
539,1,38,5,0.0,2,1,0,47388.41,False
688,1,40,6,0.0,1,1,1,47886.44,False
608,1,33,4,0.0,1,0,1,130474.03,False
670,0,42,6,112333.63,1,1,1,65706.86,False
786,1,37,7,165896.22,2,1,1,66977.68,False
796,0,50,1,94164.0,1,1,1,189414.74,False
602,1,49,0,191808.73,1,0,0,97640.2,False
619,1,58,5,152199.33,1,1,1,86022.09,False
518,0,27,1,133801.49,1,1,1,143315.57,False
733,0,28,5,0.0,2,0,0,12761.16,False
759,0,31,1,109848.6,1,1,1,42012.55,False
604,0,32,7,127849.38,1,1,0,15798.7,False
520,0,29,8,95947.76,1,1,0,4696.44,False
626,1,43,4,137638.69,1,1,0,130442.08,True
656,1,38,10,0.0,1,1,1,136521.82,False
553,1,31,6,0.0,2,0,0,124596.63,False
569,0,44,4,0.0,2,0,0,134394.78,False
670,1,38,10,89416.99,1,0,0,144275.39,False
508,0,60,7,143262.04,1,1,1,129562.74,False
654,1,29,4,132954.64,1,1,1,146715.07,False
632,1,40,5,147650.68,1,1,1,199674.83,False
644,1,44,5,73348.56,1,1,0,157166.79,True
821,1,28,2,0.0,2,1,0,46072.52,False
754,0,38,2,0.0,2,0,0,3524.69,False
584,1,33,3,0.0,2,0,1,59103.13,False
549,0,29,8,0.0,2,1,1,189558.44,False
729,0,38,7,0.0,2,0,0,45779.9,False
523,1,61,8,66250.71,1,1,1,21859.06,False
660,1,19,5,127649.64,1,1,1,40368.65,False
525,1,35,7,165358.77,1,0,1,94738.54,False
691,0,29,9,0.0,2,0,0,199635.93,False
663,0,27,9,0.0,2,1,0,150850.29,False
496,1,30,0,90963.49,1,0,1,27802.0,False
546,0,52,2,0.0,1,1,0,137332.37,True
472,0,26,5,0.0,2,1,0,108411.66,False
703,0,40,7,0.0,2,0,1,122518.5,False
850,0,38,2,0.0,2,1,0,9015.07,False
559,1,33,9,111060.05,2,1,0,110371.84,False
672,0,34,8,0.0,2,1,1,16245.25,False
667,1,42,7,0.0,1,0,1,108348.94,True
497,1,32,8,0.0,2,1,0,67364.42,False
743,0,73,6,0.0,2,0,1,107867.38,False
619,1,29,5,0.0,2,1,0,194310.1,False
766,0,26,3,104258.8,1,1,1,428.23,False
749,0,26,6,0.0,2,0,1,34948.77,False
630,1,33,9,0.0,2,1,0,64804.59,False
615,0,61,1,104267.7,1,1,0,62845.64,True
735,0,25,3,91718.8,1,0,0,28411.23,False
573,0,30,6,0.0,2,1,0,66190.21,False
653,0,32,4,83772.95,1,0,1,23920.65,False
660,0,31,6,172325.67,1,0,1,45438.38,False
787,1,46,7,117685.31,2,1,1,93360.35,False
617,1,41,7,0.0,2,0,1,14496.67,False
567,1,39,5,0.0,2,0,0,168521.72,False
684,1,35,6,135871.5,1,1,1,87219.41,False
447,1,41,3,0.0,4,1,1,197490.39,True
585,1,36,7,0.0,2,1,0,94283.09,False
516,0,42,8,56228.25,1,1,0,46857.52,False
746,1,25,9,0.0,2,0,1,88728.47,False
655,0,60,3,0.0,2,1,1,86981.45,False
644,0,39,9,0.0,1,1,0,3740.93,False
778,1,34,5,139064.06,2,0,0,67949.32,False
617,0,35,2,104508.1,1,1,1,147636.46,False
537,1,47,10,0.0,2,0,1,25482.62,False
554,0,39,10,0.0,2,1,1,18391.93,False
806,1,31,9,0.0,2,0,1,140168.36,False
665,0,37,5,160389.82,1,0,1,183542.08,False
648,0,37,7,0.0,2,1,0,194238.92,False
692,1,27,1,125547.53,1,0,0,7900.46,False
681,1,34,3,0.0,2,0,0,55816.2,False
687,0,26,6,0.0,2,1,1,32909.13,False
507,0,33,1,113452.66,1,0,0,142911.99,False
701,1,41,10,0.0,2,1,1,146257.77,False
488,1,43,10,112751.13,1,1,1,28332.0,False
539,0,29,4,0.0,2,1,1,100919.19,False
674,1,45,7,144889.18,1,1,1,102591.9,True
829,0,22,7,150126.44,1,1,0,152107.93,True
768,1,54,8,69712.74,1,1,1,69381.05,False
581,1,31,3,0.0,2,0,0,89040.61,False
653,1,38,8,119315.75,1,1,0,150468.35,False
712,0,30,1,89571.59,1,1,1,177613.19,False
709,1,42,9,118546.71,1,0,1,77142.85,False
832,1,61,2,0.0,1,0,1,127804.66,True
645,0,45,8,85325.93,1,0,0,22558.74,False
844,0,29,8,0.0,2,0,0,147342.03,False
645,1,40,6,131411.24,1,1,1,194656.11,False
717,1,50,9,90305.76,1,1,1,124626.57,False
681,1,32,3,148884.47,2,1,1,90967.37,False
710,0,31,3,0.0,2,1,1,112289.06,False
724,0,32,6,0.0,2,1,1,150026.79,False
726,0,34,0,185734.75,1,1,1,102036.82,False
520,1,30,3,143396.54,2,1,1,898.51,False
556,1,40,5,125909.85,1,1,1,95124.4,False
579,0,45,2,0.0,2,0,0,11514.39,False
674,1,36,2,154525.7,1,0,1,27468.72,False
570,0,29,0,0.0,1,1,0,37092.43,False
631,1,51,8,100654.8,1,1,0,171587.9,False
665,1,35,8,110934.54,1,1,0,169287.99,False
619,0,49,9,145359.99,1,1,0,38186.85,False
526,0,36,0,0.0,2,1,0,97767.63,False
624,1,71,7,0.0,2,1,1,108841.83,False
631,1,29,2,0.0,2,1,1,18581.84,False
753,1,48,4,0.0,2,0,1,146821.42,False
588,1,40,5,0.0,2,0,0,100727.68,False
602,0,42,10,0.0,2,0,0,169921.11,True
562,1,38,5,0.0,1,1,0,115700.2,False
669,1,57,5,0.0,2,1,1,56875.76,False
709,1,39,8,0.0,2,1,0,56214.09,False
699,1,37,10,0.0,2,0,0,83263.04,False
625,0,45,3,0.0,1,1,1,184474.15,True
599,1,30,9,105443.68,1,1,1,121124.53,False
499,1,35,10,0.0,2,1,0,10722.54,False
679,0,33,9,112528.65,2,1,0,177362.45,False
684,1,60,2,116563.58,1,1,0,120257.7,True
850,1,32,4,0.0,1,1,1,180622.02,False
850,1,41,3,136416.82,1,0,1,57844.26,False
513,1,30,5,0.0,2,1,0,162523.66,False
547,1,43,1,92350.36,1,0,1,80262.91,False
546,1,29,5,0.0,1,1,1,94823.95,False
559,1,32,9,145303.52,1,1,0,103560.98,False
635,0,27,8,127471.56,1,1,1,152916.05,True
709,1,26,6,156551.63,1,0,1,4410.77,False
793,1,32,2,0.0,2,1,0,193817.63,True
850,0,35,6,81684.97,1,1,0,824.0,False
676,0,49,1,0.0,1,1,0,79342.31,True
710,1,21,4,109130.96,2,1,1,56191.99,False
695,1,29,5,0.0,2,1,1,6770.44,False
517,0,45,4,0.0,1,0,0,172674.36,True
665,1,51,2,0.0,1,0,0,53353.36,False
481,0,34,5,0.0,2,1,1,125253.46,False
498,1,46,1,91857.66,1,1,0,101954.78,True
594,0,56,7,0.0,1,1,0,26215.85,True
570,0,30,10,176173.52,1,1,0,97045.32,True
453,0,37,4,131834.76,2,1,0,8949.2,False
562,1,48,3,92347.96,1,1,1,163116.75,False
682,1,40,4,0.0,2,1,1,140745.91,False
748,1,40,3,95297.11,1,0,0,171515.84,False
729,0,32,9,0.0,2,0,0,150803.44,False
663,1,39,4,0.0,1,1,0,76884.05,False
735,0,53,8,123845.36,2,0,1,170454.93,True
713,1,46,5,0.0,1,1,1,55701.62,False
632,1,43,2,100013.51,1,1,0,24275.32,False
479,0,33,2,208165.53,1,0,0,50774.81,True
598,0,40,9,0.0,1,1,0,68462.59,True
597,1,19,2,0.0,2,1,1,91036.74,False
512,0,33,6,121685.31,2,1,1,83681.97,False
704,1,39,2,111525.02,1,1,0,199484.96,False
474,1,26,6,0.0,2,0,0,152491.22,False
683,1,41,6,95696.52,2,1,1,184366.14,False
537,1,28,0,88963.31,2,1,1,189839.93,False
732,1,55,9,136576.02,1,0,1,3268.17,True
495,0,38,2,63093.01,1,1,1,47089.72,False
602,0,29,3,88814.4,2,1,1,62487.97,False
443,0,54,3,138547.97,1,1,1,70196.23,True
727,0,31,2,52192.08,2,0,1,160383.47,False
482,1,38,4,124976.19,1,1,0,35848.12,False
686,0,34,1,0.0,2,1,0,87278.48,False
583,1,39,1,129299.28,2,1,0,73107.6,False
781,1,23,2,107433.48,1,1,0,173843.21,False
699,1,34,2,117468.67,1,1,0,185227.42,False
639,0,27,2,0.0,2,0,0,125244.18,False
583,0,27,4,0.0,3,1,0,163113.41,False
587,1,42,1,0.0,1,0,0,123006.91,False
694,1,40,9,0.0,2,1,0,40463.03,False
570,0,29,4,153040.03,1,1,1,131363.57,True
511,0,30,5,0.0,2,1,0,143994.86,False
788,1,32,4,112079.58,1,0,0,89368.59,False
691,0,33,6,0.0,2,1,1,100408.31,False
481,0,39,6,0.0,1,1,1,24677.54,False
752,1,33,4,0.0,2,1,1,39570.78,False
658,0,38,6,102895.1,1,0,0,155665.76,False
679,1,47,10,198546.1,2,1,0,191198.92,True
674,0,31,1,0.0,1,1,0,128954.05,False
698,1,36,6,0.0,2,0,1,19231.98,False
555,0,44,3,105770.7,3,1,0,60533.96,True
751,0,48,9,0.0,1,1,0,137508.42,True
738,0,39,1,94435.45,2,0,1,189430.86,False
595,0,53,7,0.0,2,1,0,41371.68,True
699,1,32,3,0.0,2,1,1,170770.44,False
826,0,30,5,0.0,2,0,1,157397.57,False
556,0,47,2,139914.27,1,1,1,50390.98,False
569,1,41,4,120243.49,1,1,0,163150.03,True
765,1,34,9,91835.16,1,0,0,138280.17,False
849,0,41,6,0.0,2,1,1,169203.51,True
612,0,33,0,64900.32,2,1,0,102426.12,False
645,0,55,7,0.0,2,1,1,18369.33,False
716,0,40,3,0.0,2,0,1,167636.15,False
590,1,32,9,0.0,2,1,0,138889.15,False
656,0,45,7,145933.27,1,1,1,199392.14,False
721,1,41,7,0.0,2,0,1,61018.85,False
850,1,33,0,124781.67,1,0,1,33700.52,False
748,0,39,9,132865.56,1,1,1,59636.43,True
540,0,40,3,165298.12,1,0,1,199862.75,False
598,1,48,6,120682.53,1,1,0,30635.52,True
724,0,30,9,142475.87,1,1,1,107848.24,False
508,0,43,9,0.0,1,1,0,103726.71,False
526,1,28,1,112070.44,1,0,1,126281.83,False
542,0,29,7,0.0,2,0,1,196651.72,False
470,1,35,1,96473.59,1,0,0,5962.3,False
672,1,37,5,153195.59,1,1,1,162763.01,False
773,1,45,8,96877.21,1,1,1,113950.51,False
614,1,44,6,0.0,2,0,1,104930.46,False
537,0,38,10,0.0,1,0,0,52337.97,True
704,0,40,6,95452.89,1,0,1,179964.55,False
677,0,24,0,148298.59,2,0,0,182913.95,False
662,0,41,4,0.0,2,1,0,126551.48,False
850,1,35,2,0.0,2,1,1,56991.66,False
668,0,53,10,110240.04,1,0,0,183980.56,True
573,0,32,9,125321.84,2,1,1,130234.63,False
680,1,27,3,0.0,1,1,0,32454.26,False
758,0,32,2,84378.9,1,1,1,75396.43,False
597,1,45,7,0.0,2,0,0,167756.45,False
622,1,59,5,119380.37,1,1,1,60429.43,False
640,0,20,4,0.0,2,0,1,78310.82,False
753,0,31,6,106596.29,1,0,0,91305.77,False
629,0,37,10,99546.25,3,0,1,25136.95,True
775,0,30,5,0.0,1,1,0,193880.6,True
701,0,41,2,0.0,1,1,0,47856.78,False
636,0,24,9,0.0,2,0,1,38830.72,False
529,0,31,5,0.0,2,1,0,26817.23,False
757,1,28,3,75381.15,1,1,1,199727.72,False
738,0,26,3,0.0,2,1,0,67484.16,False
487,0,34,2,96019.5,1,0,0,9085.0,False
731,1,30,7,0.0,2,0,1,143086.09,False
609,0,35,2,147900.43,1,1,0,140000.29,False
714,1,52,4,100755.66,1,1,1,186775.25,False
786,0,33,0,83036.05,1,0,1,154990.58,True
601,0,46,3,98202.76,1,0,0,137763.93,False
659,0,44,9,23503.31,1,0,1,169862.01,True
686,1,39,4,0.0,2,1,0,155023.93,False
617,1,34,1,61687.33,2,1,0,105965.25,False
674,0,27,4,79144.34,1,0,1,50743.83,False
775,1,45,8,0.0,1,1,0,130376.68,False
727,0,29,1,146652.01,1,1,1,173486.39,False
629,1,31,6,0.0,2,1,0,93881.75,False
684,1,46,0,0.0,2,1,1,36376.97,False
707,0,36,6,0.0,1,0,0,98810.78,False
703,1,44,6,98862.54,1,1,0,151516.7,False
633,0,47,0,0.0,1,1,1,6342.84,True
768,1,25,6,0.0,2,1,1,21215.67,False
742,1,31,4,105239.1,1,1,1,19700.24,False
762,1,31,7,117687.35,1,1,1,159344.43,False
772,1,23,2,0.0,2,1,0,18364.19,False
502,1,45,0,0.0,1,0,0,84663.21,False
563,0,34,6,0.0,2,0,0,36536.93,False
676,0,41,4,101457.14,1,1,1,79101.67,False
628,1,45,9,0.0,2,1,1,96862.56,False
811,0,45,5,0.0,2,1,1,146123.19,False
504,1,42,3,134936.97,2,0,0,135178.91,False
687,0,24,3,110495.27,1,1,0,158615.41,False
548,0,41,4,82596.8,1,0,1,55672.09,False
526,1,52,8,93590.47,1,0,1,21228.71,True
561,0,27,9,135637.0,1,1,0,153080.4,True
661,0,30,7,0.0,2,1,0,72196.57,False
771,1,27,2,0.0,2,1,1,199527.34,False
545,1,26,7,0.0,2,0,1,156598.23,False
589,0,31,10,110635.32,1,1,0,148218.86,False
796,1,30,2,137262.71,2,1,0,62905.29,False
655,1,28,10,0.0,2,0,1,126565.21,False
617,0,34,0,131244.65,2,1,0,183229.02,False
507,1,41,3,58820.32,2,1,1,138536.09,False
593,1,31,9,0.0,2,0,1,20492.16,False
648,1,23,9,168372.52,1,1,0,134676.72,False
627,0,44,5,0.0,2,1,0,82969.61,True
494,1,40,7,0.0,2,0,1,158071.69,False
627,1,73,0,146329.73,1,0,1,43615.67,False
632,0,49,5,167962.7,1,0,0,140201.21,False
490,1,33,1,0.0,2,1,1,80792.83,False
715,1,40,7,0.0,1,1,1,141359.11,False
679,1,48,8,0.0,2,1,0,23344.94,False
619,1,44,3,116967.68,1,1,0,5075.17,True
535,0,29,5,0.0,2,0,1,52709.55,False
759,0,33,2,0.0,2,1,0,56583.88,False
819,1,35,1,0.0,2,0,1,3385.04,False
686,1,60,9,0.0,3,1,1,75246.21,True
687,0,34,9,125474.44,1,1,0,198929.84,False
652,0,51,3,0.0,1,1,0,173989.47,True
477,1,47,9,144900.58,1,1,0,61315.37,True
652,0,37,4,0.0,2,1,0,143393.24,False
488,0,31,8,97588.6,1,0,0,124210.53,False
572,1,24,1,0.0,2,1,1,151460.84,False
755,0,38,1,0.0,2,1,0,20734.81,False
611,0,30,9,88594.14,1,1,0,196332.45,False
508,0,64,2,0.0,1,1,1,6076.62,False
550,1,31,5,142200.19,2,1,1,122221.71,False
759,1,26,4,0.0,2,1,0,135394.62,False
549,1,29,3,0.0,2,1,0,146090.38,False
671,1,31,0,116234.61,1,1,0,172096.08,False
632,0,21,1,0.0,2,1,0,84008.66,False
579,1,38,8,0.0,2,0,0,91763.67,False
748,1,34,5,84009.47,1,1,1,137001.1,False
773,1,64,2,145578.28,1,0,1,186172.85,False
579,0,26,10,162482.76,1,1,1,18458.2,False
542,1,29,9,0.0,1,1,0,8342.35,False
709,0,32,2,87814.89,1,1,0,138578.37,False
769,0,73,1,0.0,1,1,1,29792.11,False
570,1,39,10,129674.89,2,1,0,80552.36,False
709,0,37,9,0.0,2,1,0,16733.59,False
611,1,53,3,83568.26,1,0,0,1235.49,False
618,1,37,5,0.0,1,0,1,178705.45,True
704,1,36,3,114370.41,1,0,1,66810.48,False
